uniProtID,accession,label,existence,species,history,old_ID
FRHA_METJA,Q60338,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 100, 'sequenceVersion': 1}",FRHA_METJA
FRHB_METJA,Q60341,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 102, 'sequenceVersion': 1}",FRHB_METJA
FRHD_METJA,Q60339,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 109, 'sequenceVersion': 1}",FRHD_METJA
FRHG_METJA,Q60340,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 120, 'sequenceVersion': 1}",FRHG_METJA
FTR_METJA,Q57766,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 124, 'sequenceVersion': 1}",FTR_METJA
FTSZ1_METJA,Q57816,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",FTSZ1_METJA
FTSZ2_METJA,Q58039,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2000-12-01', 'entryVersion': 119, 'sequenceVersion': 2}",FTSZ2_METJA
FWDC_METJA,Q58571,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 117, 'sequenceVersion': 1}",FWDC_METJA
FWDD_METJA,Q58568,1,Predicted,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-05-10', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 93, 'sequenceVersion': 1}",FWDD_METJA
FWDE_METJA,Q58565,1,Predicted,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-05-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 104, 'sequenceVersion': 1}",FWDE_METJA
FWDF_METJA,Q58566,1,Predicted,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-05-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 104, 'sequenceVersion': 1}",FWDF_METJA
FWDG_METJA,Q58567,1,Predicted,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-05-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 99, 'sequenceVersion': 1}",FWDG_METJA
G3P_METJA,Q58546,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",G3P_METJA
GATA_METJA,Q58560,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 105, 'sequenceVersion': 1}",GATA_METJA
GATB_METJA,Q57624,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 111, 'sequenceVersion': 1}",GATB_METJA
GATD_METJA,Q60331,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 118, 'sequenceVersion': 1}",GATD_METJA
GATE_METJA,Q60325,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 121, 'sequenceVersion': 1}",GATE_METJA
GCH3_METJA,Q57609,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 117, 'sequenceVersion': 2}",GCH3_METJA
GLMS_METJA,Q58815,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 148, 'sequenceVersion': 3}",GLMS_METJA
GLNA_METJA,Q60182,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 117, 'sequenceVersion': 1}",GLNA_METJA
GLYA_METJA,Q58992,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 132, 'sequenceVersion': 1}",GLYA_METJA
GUAAA_METJA,Q58970,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-03-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 125, 'sequenceVersion': 1}",GUAAA_METJA
GUAAB_METJA,Q58531,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2001-04-27', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 137, 'sequenceVersion': 1}",GUAAB_METJA
HCP_METJA,Q58175,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 129, 'sequenceVersion': 2}",HCP_METJA
HDRA_METJA,P60200,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2008-02-26', 'entryVersion': 95, 'sequenceVersion': 2}",HDRA_METJA
HDRB1_METJA,Q58153,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 106, 'sequenceVersion': 1}",HDRB1_METJA
HDRB2_METJA,Q58273,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 104, 'sequenceVersion': 1}",HDRB2_METJA
HDRC1_METJA,Q58154,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",HDRC1_METJA
HDRC2_METJA,Q58274,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 125, 'sequenceVersion': 1}",HDRC2_METJA
HEM1_METJA,Q60172,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",HEM1_METJA
HEM2_METJA,Q60178,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 116, 'sequenceVersion': 1}",HEM2_METJA
HIS1_METJA,Q58601,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 124, 'sequenceVersion': 1}",HIS1_METJA
HIS2_METJA,Q57750,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 112, 'sequenceVersion': 1}",HIS2_METJA
HIS3_METJA,Q58825,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 116, 'sequenceVersion': 1}",HIS3_METJA
HIS4_METJA,Q58927,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 125, 'sequenceVersion': 1}",HIS4_METJA
HIS5_METJA,Q57929,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2000-12-08', 'entryVersion': 119, 'sequenceVersion': 2}",HIS5_METJA
HIS6_METJA,Q57854,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 121, 'sequenceVersion': 1}",HIS6_METJA
HIS7_METJA,Q58109,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 110, 'sequenceVersion': 1}",HIS7_METJA
HIS8_METJA,Q58365,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 122, 'sequenceVersion': 1}",HIS8_METJA
HISX_METJA,Q58851,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 123, 'sequenceVersion': 1}",HISX_METJA
HMDH_METJA,Q58116,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 128, 'sequenceVersion': 1}",HMDH_METJA
HMDX_METJA,Q58125,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 110, 'sequenceVersion': 1}",HMDX_METJA
HMDY_METJA,Q58734,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 108, 'sequenceVersion': 1}",HMDY_METJA
HMD_METJA,Q58194,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 133, 'sequenceVersion': 1}",HMD_METJA
HMVA_METJA,Q59041,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 97, 'sequenceVersion': 1}",HMVA_METJA
HSPS_METJA,Q57733,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 128, 'sequenceVersion': 1}",HSPS_METJA
IDI2_METJA,Q58272,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 117, 'sequenceVersion': 1}",IDI2_METJA
IDSA_METJA,Q58270,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 112, 'sequenceVersion': 1}",IDSA_METJA
IF1A_METJA,Q57887,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 125, 'sequenceVersion': 1}",IF1A_METJA
IF2A_METJA,Q57581,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 116, 'sequenceVersion': 1}",IF2A_METJA
IF2B_METJA,Q57562,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",IF2B_METJA
IF2G_METJA,Q58657,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2005-06-21', 'entryVersion': 145, 'sequenceVersion': 2}",IF2G_METJA
IF5A_METJA,Q58625,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 141, 'sequenceVersion': 2}",IF5A_METJA
IF6_METJA,Q60357,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 124, 'sequenceVersion': 1}",IF6_METJA
ILVC_METJA,Q58938,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2006-10-17', 'entryVersion': 133, 'sequenceVersion': 3}",ILVC_METJA
ILVD_METJA,Q58672,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-07-11', 'entryVersion': 121, 'sequenceVersion': 2}",ILVD_METJA
IMDH_METJA,Q59011,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 140, 'sequenceVersion': 1}",IMDH_METJA
K6PF_METJA,Q58999,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2002-06-06', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 122, 'sequenceVersion': 1}",K6PF_METJA
KADA_METJA,P43409,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-10-01', 'entryVersion': 112, 'sequenceVersion': 2}",KADA_METJA
KCY_METJA,Q58071,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 116, 'sequenceVersion': 1}",KCY_METJA
KHSE_METJA,Q58504,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2001-06-01', 'entryVersion': 141, 'sequenceVersion': 2}",KHSE_METJA
KORA_METJA,Q57724,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 108, 'sequenceVersion': 1}",KORA_METJA
KORB_METJA,Q57957,1,Predicted,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 102, 'sequenceVersion': 1}",KORB_METJA
KORC_METJA,Q57956,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 101, 'sequenceVersion': 1}",KORC_METJA
KPRS_METJA,Q58761,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2002-10-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2002-10-25', 'entryVersion': 127, 'sequenceVersion': 2}",KPRS_METJA
KPYK_METJA,Q57572,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 125, 'sequenceVersion': 1}",KPYK_METJA
LEU3_METJA,Q58130,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 138, 'sequenceVersion': 2}",LEU3_METJA
MCH_METJA,Q59030,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 115, 'sequenceVersion': 1}",MCH_METJA
MCRA_METJA,Q58256,1,Evidence at protein level,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 138, 'sequenceVersion': 2}",MCRA_METJA
MCRB_METJA,Q58252,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 121, 'sequenceVersion': 2}",MCRB_METJA
MCRC_METJA,Q58254,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 97, 'sequenceVersion': 1}",MCRC_METJA
MCRD_METJA,Q58253,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 89, 'sequenceVersion': 1}",MCRD_METJA
MCRG_METJA,Q58255,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 122, 'sequenceVersion': 1}",MCRG_METJA
MCRW_METJA,Q57582,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 91, 'sequenceVersion': 1}",MCRW_METJA
MCRX_METJA,Q60391,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",MCRX_METJA
MCRY_METJA,Q60390,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 125, 'sequenceVersion': 2}",MCRY_METJA
MCRZ_METJA,Q60387,1,Inferred from homology,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 122, 'sequenceVersion': 1}",MCRZ_METJA
