uniProtID,accession,label,existence,species,history,old_ID
HELS_PYRFU,O73946,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2001-09-26', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-11-01', 'entryVersion': 132, 'sequenceVersion': 1}",The93
IPYR_PYRFU,Q8U438,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2002-10-10', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2002-06-01', 'entryVersion': 105, 'sequenceVersion': 1}",The96
MALE_PYRFU,P58300,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2001-09-26', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2001-09-26', 'entryVersion': 117, 'sequenceVersion': 1}",The98
MRE11_PYRFU,Q8U1N9,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2004-06-21', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2004-06-21', 'entryVersion': 128, 'sequenceVersion': 2}",The99
NOP10_PYRFU,Q8U1R4,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2004-10-11', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2002-06-01', 'entryVersion': 99, 'sequenceVersion': 1}",The101
OTCA_PYRFU,Q51742,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 159, 'sequenceVersion': 6}",The102
PCNA_PYRFU,O73947,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2001-02-21', 'entryVersion': 137, 'sequenceVersion': 2}",The103
PCP_PYRFU,O73944,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '1999-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",The104
DEGLY_PYRFU,Q51732,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 120, 'sequenceVersion': 1}",The106
PIMT_PYRFU,Q8TZR3,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2002-10-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-10-10', 'entryVersion': 109, 'sequenceVersion': 2}",The107
PORA_PYRFU,Q51804,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2002-04-03', 'entryVersion': 123, 'sequenceVersion': 2}",The109
PORB_PYRFU,Q51805,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 109, 'sequenceVersion': 3}",The110
PORD_PYRFU,Q51803,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 130, 'sequenceVersion': 3}",The112
PPSA_PYRFU,P42850,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '1995-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-04-03', 'entryVersion': 140, 'sequenceVersion': 3}",The113
PRIL_PYRFU,Q8U4H7,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2003-08-29', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2002-06-01', 'entryVersion': 87, 'sequenceVersion': 1}",The114
PRIS_PYRFU,Q9P9H1,1,Evidence at protein level,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),"{'firstPublicDate': '2001-04-27', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2000-10-01', 'entryVersion': 121, 'sequenceVersion': 1}",The115
GLDA_THEMA,Q9WYQ4,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2008-09-23', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 114, 'sequenceVersion': 1}",The700
HIS5_THEMA,Q9X0C8,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-08', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 154, 'sequenceVersion': 1}",The703
HIS8_THEMA,Q9X0D0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2002-07-11', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 143, 'sequenceVersion': 1}",The705
HISZ_THEMA,Q9X0D3,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2002-05-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 121, 'sequenceVersion': 1}",The706
HPPA_THEMA,Q9S5X0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2003-07-25', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-05-01', 'entryVersion': 137, 'sequenceVersion': 1}",The707
HRCA_THEMA,Q9WZV5,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 134, 'sequenceVersion': 1}",The708
HSLO_THEMA,Q9X1B4,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 124, 'sequenceVersion': 1}",The709
HSLV_THEMA,Q9WYZ1,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 137, 'sequenceVersion': 1}",The710
ILVE_THEMA,P74921,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 140, 'sequenceVersion': 2}",The711
ISPD_THEMA,Q9X1B3,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 134, 'sequenceVersion': 1}",The712
KITH_THEMA,Q9WYN2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 131, 'sequenceVersion': 1}",The713
KPYK_THEMA,Q9WY51,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2007-07-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 117, 'sequenceVersion': 1}",The714
KTHY_THEMA,Q9X0I3,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 130, 'sequenceVersion': 1}",The715
LEU3_THEMA,Q9WZ26,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 145, 'sequenceVersion': 1}",The717
MCP1_THEMA,Q9WYR0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2006-10-03', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 125, 'sequenceVersion': 1}",The719
MCP2_THEMA,Q9X0M7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2006-10-03', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 131, 'sequenceVersion': 1}",The720
MCP3_THEMA,Q9X0N0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2006-10-03', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 123, 'sequenceVersion': 1}",The721
MCP4_THEMA,Q9X1E2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2006-10-03', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 128, 'sequenceVersion': 1}",The722
MGSA_THEMA,Q9X0R7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2002-03-27', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2002-03-27', 'entryVersion': 121, 'sequenceVersion': 2}",The725
MGTA_THEMA,P80099,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1992-08-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 159, 'sequenceVersion': 2}",The726
MIAB_THEMA,Q9WZC1,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2009-01-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",The727
MINC_THEMA,Q9X0D7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 135, 'sequenceVersion': 1}",The728
MNME_THEMA,Q9WYA4,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-06-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 156, 'sequenceVersion': 1}",The729
RSMH_THEMA,Q9WZX6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 141, 'sequenceVersion': 1}",The730
MTAD_THEMA,Q9X034,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2007-12-04', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 128, 'sequenceVersion': 1}",The731
MTNA_THEMA,Q9X013,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 141, 'sequenceVersion': 1}",The732
MURC_THEMA,Q9WY73,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 154, 'sequenceVersion': 1}",The733
MURE_THEMA,Q9WY79,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 152, 'sequenceVersion': 1}",The734
NFI_THEMA,Q9X2H9,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2004-12-07', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 109, 'sequenceVersion': 1}",The735
NUSB_THEMA,Q9X286,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",The738
P1254_THEMA,Q9X0Y1,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2005-06-21', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 109, 'sequenceVersion': 1}",The741
PANC_THEMA,Q9X0G6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 129, 'sequenceVersion': 1}",The742
PGKT_THEMA,P36204,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1994-06-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 156, 'sequenceVersion': 4}",The745
PHOU2_THEMA,Q9X256,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 128, 'sequenceVersion': 1}",The746
PIMT_THEMA,Q56308,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 144, 'sequenceVersion': 1}",The747
PORC_THEMA,O05650,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 127, 'sequenceVersion': 4}",The750
PORD_THEMA,Q56316,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 145, 'sequenceVersion': 3}",The751
NADK_THEMA,Q9X255,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 135, 'sequenceVersion': 1}",The752
PROA_THEMA,Q9WYC9,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-06-20', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 149, 'sequenceVersion': 1}",The753
PTAS_THEMA,Q9X0L4,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 116, 'sequenceVersion': 1}",The754
PULA_THEMA,O33840,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-06-01', 'entryVersion': 153, 'sequenceVersion': 2}",The755
PURE_THEMA,Q9WYS7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 139, 'sequenceVersion': 1}",The757
PUR8_THEMA,Q9X0I0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 152, 'sequenceVersion': 1}",The759
PUR9_THEMA,Q9X0X6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 141, 'sequenceVersion': 1}",The760
PURL_THEMA,Q9X0X3,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-07-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 149, 'sequenceVersion': 1}",The761
PURQ_THEMA,Q9X0X2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-07-11', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 151, 'sequenceVersion': 1}",The762
PYRF_THEMA,Q9WYG7,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 135, 'sequenceVersion': 1}",The763
RGYR_THEMA,O51934,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-06-01', 'entryVersion': 155, 'sequenceVersion': 1}",The766
RIMO_THEMA,Q9X2H6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2009-05-26', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 138, 'sequenceVersion': 1}",The767
RL10_THEMA,P29394,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1992-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-02-01', 'entryVersion': 130, 'sequenceVersion': 2}",The768
RL4_THEMA,P38516,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1994-10-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2000-05-30', 'entryVersion': 142, 'sequenceVersion': 2}",The772
RLMH_THEMA,Q9WZU8,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2003-06-20', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 113, 'sequenceVersion': 1}",The774
RNC_THEMA,Q9X0I6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 144, 'sequenceVersion': 1}",The775
RNH2_THEMA,Q9X017,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 131, 'sequenceVersion': 1}",The776
RNPA_THEMA,Q9X1H4,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 133, 'sequenceVersion': 1}",The777
RUVB_THEMA,Q56313,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 149, 'sequenceVersion': 1}",The782
SECE_THEMA,P35874,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1994-06-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1994-06-01', 'entryVersion': 140, 'sequenceVersion': 1}",The784
SOR_THEMA,Q9WZC6,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-02-21', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 129, 'sequenceVersion': 1}",The785
SPEE_THEMA,Q9WZC2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 146, 'sequenceVersion': 1}",The786
SPEH_THEMA,Q9WZC3,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-10-24', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 135, 'sequenceVersion': 1}",The787
SSB_THEMA,Q9WZ73,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2003-10-24', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 127, 'sequenceVersion': 1}",The788
BSUHB_THEMA,O33832,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '1998-12-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 148, 'sequenceVersion': 1}",The789
SYGA_THEMA,Q9WY59,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 138, 'sequenceVersion': 1}",The792
SYW_THEMA,Q9WYW2,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 132, 'sequenceVersion': 1}",The793
THYX_THEMA,Q9WYT0,1,Evidence at protein level,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),"{'firstPublicDate': '2001-07-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1999-11-01', 'entryVersion': 144, 'sequenceVersion': 1}",The796
