uniProtID,accession,label,existence,species,history
Y1974_AQUAE,O67784,1,Evidence at protein level,Aquifex aeolicus,"{'firstPublicDate': '2001-07-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 70, 'sequenceVersion': 1}"
Y1964_AQUAE,O67776,1,Evidence at protein level,Aquifex aeolicus,"{'firstPublicDate': '2002-05-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-08-01', 'entryVersion': 127, 'sequenceVersion': 1}"
SECE_AQUAE,D0VWU4,1,Evidence at protein level,Aquifex aeolicus,"{'firstPublicDate': '2011-12-14', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2009-12-15', 'entryVersion': 48, 'sequenceVersion': 1}"
AGLB3_ARCFU,O29867,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2018-10-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 111, 'sequenceVersion': 1}"
ALADH_ARCFU,O28608,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2013-03-06', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 115, 'sequenceVersion': 1}"
FERCR_ARCFU,O29428,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2014-10-29', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 113, 'sequenceVersion': 1}"
DIPPS_ARCFU,O29976,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2013-11-13', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 115, 'sequenceVersion': 1}"
ISCS2_ARCFU,O29689,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2001-04-27', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 129, 'sequenceVersion': 1}"
FNO_ARCFU,O29370,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2012-09-05', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 113, 'sequenceVersion': 1}"
TIAS_ARCFU,O28025,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2011-05-03', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 107, 'sequenceVersion': 1}"
D89S1_ARCFU,O29161,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2019-07-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 109, 'sequenceVersion': 1}"
ACD2_ARCFU,O28341,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2014-10-29', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 119, 'sequenceVersion': 1}"
CAS1A_ARCFU,O28401,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2012-05-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 104, 'sequenceVersion': 1}"
AGLB2_ARCFU,O30195,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2018-10-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 100, 'sequenceVersion': 1}"
NQOR_ARCFU,O29904,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2013-05-29', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 117, 'sequenceVersion': 1}"
ILVE_ARCFU,O29329,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 122, 'sequenceVersion': 1}"
NEP1_ARCFU,O29524,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2002-05-10', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 109, 'sequenceVersion': 1}"
NREB_ARCFU,O28682,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2017-12-20', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 91, 'sequenceVersion': 1}"
CSL4_ARCFU,O30033,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2013-12-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 119, 'sequenceVersion': 1}"
FTR_ARCFU,O28076,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 134, 'sequenceVersion': 1}"
DLD_ARCFU,O29853,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2014-10-29', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 105, 'sequenceVersion': 1}"
AQPM_ARCFU,O28846,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2003-07-03', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 126, 'sequenceVersion': 1}"
CDPAS_ARCFU,O28534,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2003-11-21', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 106, 'sequenceVersion': 1}"
DGGGP_ARCFU,O29843,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2016-01-20', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 104, 'sequenceVersion': 1}"
VAPC9_ARCFU,O29664,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2011-05-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 105, 'sequenceVersion': 1}"
Y1864_ARCFU,O28415,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2001-07-11', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 89, 'sequenceVersion': 1}"
Y1502_ARCFU,O28770,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2001-06-20', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 67, 'sequenceVersion': 1}"
PELO_ARCFU,O29421,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2009-02-10', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 110, 'sequenceVersion': 1}"
TTRA_ARCFU,O30078,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2012-05-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 103, 'sequenceVersion': 1}"
TTRD_ARCFU,O30077,1,Evidence at protein level,Archaeoglobus fulgidus,"{'firstPublicDate': '2012-05-16', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1998-01-01', 'entryVersion': 90, 'sequenceVersion': 1}"
COOS2_CARHZ,Q9F8A8,1,Evidence at protein level,Carboxydothermus hydrogenoformans,"{'firstPublicDate': '2003-10-31', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-01-23', 'entryVersion': 133, 'sequenceVersion': 4}"
MAAL1_CARHZ,Q3AEU2,1,Evidence at protein level,Carboxydothermus hydrogenoformans,"{'firstPublicDate': '2014-06-11', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2005-11-22', 'entryVersion': 80, 'sequenceVersion': 1}"
ECCC_GEOTN,A4IKE7,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2016-11-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 100, 'sequenceVersion': 1}"
ADH1_GEOTN,A4IP64,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2014-09-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 73, 'sequenceVersion': 1}"
ADH2_GEOTN,A4ISB9,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2014-09-03', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 68, 'sequenceVersion': 1}"
HPAH_GEOTN,A4IT51,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2012-11-28', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 78, 'sequenceVersion': 1}"
GDPP_GEOTN,A4ITV2,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2016-04-13', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 80, 'sequenceVersion': 1}"
RIBF_GEOTN,A4IT50,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2013-02-06', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 72, 'sequenceVersion': 1}"
NFADR_GEOTN,A4IT49,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2012-11-28', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 69, 'sequenceVersion': 1}"
FLIW_GEOTN,A4ISV0,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2008-02-05', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 84, 'sequenceVersion': 1}"
CTAA_GEOTD,P94346,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2008-07-22', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2008-09-02', 'entryVersion': 73, 'sequenceVersion': 3}"
CSRA_GEOTN,A4ISU9,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2008-01-15', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 80, 'sequenceVersion': 1}"
HUTP_GEOTN,A4IK89,1,Evidence at protein level,Geobacillus thermodenitrificans,"{'firstPublicDate': '2009-07-28', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 81, 'sequenceVersion': 1}"
AGO_METJA,Q58717,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2003-10-24', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 102, 'sequenceVersion': 1}"
NPPNK_METJA,Q58327,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2001-05-04', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1998-06-01', 'entryVersion': 129, 'sequenceVersion': 2}"
RIBL_METJA,Q58579,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 106, 'sequenceVersion': 1}"
DADD_METJA,Q58936,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 125, 'sequenceVersion': 1}"
ACD_METJA,Q58010,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 118, 'sequenceVersion': 1}"
CYDE_METJA,Q58431,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 97, 'sequenceVersion': 1}"
CSM4_METJA,Q59062,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-02-02', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 104, 'sequenceVersion': 1}"
CSM3_METJA,Q59063,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-02-02', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 101, 'sequenceVersion': 1}"
ARFB_METJA,Q57580,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 90, 'sequenceVersion': 1}"
MFNE_METJA,Q57900,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 107, 'sequenceVersion': 1}"
IPK_METJA,Q60352,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 103, 'sequenceVersion': 1}"
DKFP_METJA,Q58980,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 100, 'sequenceVersion': 1}"
HMPTM_METJA,Q58036,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 111, 'sequenceVersion': 1}"
MFNF_METJA,Q58250,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 102, 'sequenceVersion': 1}"
PUS10_METJA,Q60346,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 97, 'sequenceVersion': 1}"
COBY_METJA,Q58517,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2001-10-18', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 110, 'sequenceVersion': 1}"
COFC_METJA,Q58297,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 99, 'sequenceVersion': 1}"
MPTB_METJA,Q58247,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 103, 'sequenceVersion': 1}"
RELB3_METJA,P0CL56,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2011-04-05', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2011-04-05', 'entryVersion': 22, 'sequenceVersion': 1}"
MPTE_METJA,Q59028,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 100, 'sequenceVersion': 1}"
MANB_METJA,Q57842,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 118, 'sequenceVersion': 1}"
MFNB_METJA,Q58499,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 110, 'sequenceVersion': 1}"
MSMJL_METJA,Q58543,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 116, 'sequenceVersion': 1}"
FSR_METJA,Q58280,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 123, 'sequenceVersion': 1}"
GCH1L_METJA,Q58337,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-05-15', 'entryVersion': 112, 'sequenceVersion': 2}"
G6PI_METJA,Q59000,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2001-11-02', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 116, 'sequenceVersion': 1}"
DAPAT_METJA,Q58786,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 114, 'sequenceVersion': 1}"
CAS10_METJA,Q59066,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-02-16', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 105, 'sequenceVersion': 1}"
FLAH_METJA,Q58309,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 114, 'sequenceVersion': 1}"
ARCS_METJA,Q58428,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 108, 'sequenceVersion': 1}"
FKBPL_METJA,Q58235,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1998-12-15', 'entryVersion': 111, 'sequenceVersion': 2}"
CS3HD_METJA,Q57829,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 93, 'sequenceVersion': 1}"
ARSA_METJA,Q58542,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2000-05-30', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 124, 'sequenceVersion': 1}"
DMRX_METJA,Q57661,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 119, 'sequenceVersion': 1}"
DHPSL_METJA,Q57749,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 105, 'sequenceVersion': 1}"
WECB_METJA,Q58899,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 106, 'sequenceVersion': 1}"
Y1311_METJA,Q58707,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 94, 'sequenceVersion': 1}"
Y1094_METJA,Q58494,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2001-04-27', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '2001-04-27', 'entryVersion': 96, 'sequenceVersion': 3}"
Y1004_METJA,Q58410,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 94, 'sequenceVersion': 1}"
Y480_METJA,Q57904,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 104, 'sequenceVersion': 1}"
Y1251_METJA,Q58649,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2003-06-06', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 83, 'sequenceVersion': 1}"
Y1598_METJA,Q58993,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2003-10-10', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 105, 'sequenceVersion': 1}"
Y1434_METJA,Q58829,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2004-01-16', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 112, 'sequenceVersion': 1}"
Y754_METJA,Q58164,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 92, 'sequenceVersion': 1}"
THI4_METJA,Q58018,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2010-11-02', 'entryVersion': 124, 'sequenceVersion': 3}"
TRM14_METJA,Q57880,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 119, 'sequenceVersion': 1}"
Y3515_METJA,Q60277,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 110, 'sequenceVersion': 1}"
Y014_METJA,Q60329,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 115, 'sequenceVersion': 1}"
Y1225_METJA,Q58622,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1998-07-15', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 93, 'sequenceVersion': 1}"
Y1481_METJA,Q58876,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2000-12-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 87, 'sequenceVersion': 1}"
Y091_METJA,Q57556,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 122, 'sequenceVersion': 1}"
Y694_METJA,Q58105,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 101, 'sequenceVersion': 1}"
Y1480_METJA,Q58875,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2003-11-07', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 98, 'sequenceVersion': 1}"
TTDB_METJA,Q58034,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 113, 'sequenceVersion': 1}"
Y690_METJA,Q58102,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 93, 'sequenceVersion': 1}"
Y488_METJA,Q57912,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 82, 'sequenceVersion': 1}"
TMPS_METJA,Q58167,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 87, 'sequenceVersion': 1}"
Y489_METJA,Q57913,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1996-11-01', 'entryVersion': 76, 'sequenceVersion': 1}"
PSTK_METJA,Q58933,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '2003-08-22', 'lastAnnotationUpdateDate': '2022-10-12', 'lastSequenceUpdateDate': '2007-05-01', 'entryVersion': 112, 'sequenceVersion': 2}"
Y123_METJA,Q57587,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 82, 'sequenceVersion': 1}"
Y1213_METJA,Q58610,1,Evidence at protein level,Methanocaldococcus jannaschii,"{'firstPublicDate': '1997-11-01', 'lastAnnotationUpdateDate': '2022-05-25', 'lastSequenceUpdateDate': '1997-11-01', 'entryVersion': 78, 'sequenceVersion': 1}"
CDAT8_METKA,Q8TWU6,1,Evidence at protein level,Methanopyrus kandleri,"{'firstPublicDate': '2013-05-29', 'lastAnnotationUpdateDate': '2022-08-03', 'lastSequenceUpdateDate': '2002-06-01', 'entryVersion': 83, 'sequenceVersion': 1}"
